title,author,url,content
Портрет плохого рекрутера,konstantin_matyunin,https://habr.com/ru/articles/939788/#post-content-body,"« » . ( ) , , AI- . .
 -. , IT-. , , . , .
 , , . , , . , ? : , , .
 , , .
«» . , , . :
 , , , , , . , .
 ? 
1. . , . .
, ghost job, , . , , .
 : , , . , . , , , .
 , , : , .
 - , , . .
2… [+329 chars]"
Reverse engineering Solos smart glasses,John Floren,https://jfloren.net/b/2025/8/28/0,"First and foremost: If you’ve got any documentation on this hardware, please contact me! I would love to read the actual specs for this protocol.
Background
Before the audio-only AI-based smart gla… [+8100 chars]"
Dyna – Logic Programming for Machine Learning,,https://dyna.org/,"About the Dyna Programming Language
Dyna is a programming language designed by and for machine learning
 researchers. Dyna builds on the paradigm of logic programming languages
 such as Datalog an… [+7658 chars]"
NetPeek - Un scanner réseau sous Linux facile à utiliser,Korben,https://korben.info/netpeek-scanner-reseau-linux.html,"Hier soir, je suis tombé sur NetPeeket franchement, ça m’a fait plaisir de voir qu’enfin quelqu’un s’attaque au problème de la complexité de nmap pour les utilisateurs normaux.
NetPeek, c’est donc c… [+2341 chars]"
Какие сайты может создать ученик 9-го класса: примеры проектов по веб-программированию,zubkovase (Пиксель),https://habr.com/ru/companies/pixel_study/articles/942016/#post-content-body,"9- . , .
 , : , - 9- .
 . , .
 9- : 
 : 9- , . .
 , , : - 9- , . , : , IT , - .
 : 9- , , . , .
 9- 
 Python Django -. , , HTML, CSS JavaScript.
 -, , :
<ul><li>HTML ;
</li><li>CSS ;
</li… [+310 chars]"
Как Кант объяснил бы работу компьютера: трансцендентальный подход к взаимодействию железа и софта,v5093075,https://habr.com/ru/articles/936436/#post-content-body,": 
, , , XVIII . : « , , . : , ». 
, , : « ?» , , : () ()?
 : res cogitans , (, ) res extensa , (, ). , , , . , , , . , « » « » (, ), .
 , . (, ), (, ) : , , , , , . 
 (, ): , , . 
 : , ( ?), ,… [+814 chars]"
I'm a high-school student who wants to be a coder. I'm betting some of my peers will rely too much on AI.,Tim Paradis,https://www.businessinsider.com/high-school-student-coder-despite-ai-2025-8,"Joshua KarolyCourtesy Karoly Family
<ul><li>High-school senior Joshua Karoly aims for a tech career despite AI's rise.</li><li>Karoly began coding in second grade and has developed skills through se… [+4533 chars]"
I raised $3 million for my AI startup as a full-time Yale student. Here's how I manage my time so I can do both.,Joshua Nelken-Zitser,https://www.businessinsider.com/nathaneo-johnson-yale-student-series-raised-million-ai-startup-time-2025-9,"Nathaneo Johnson is a senior at Yale.Courtesy of Nathaneo Johnson
<ul><li>Nathaneo Johnson raised $3.1 million in pre-seed funding for the startup he cofounded, Series.</li><li>He started it while a… [+5511 chars]"
Python Bytes: #446 State of Python 2025,Michael Kennedy (@mkennedy),https://pythonbytes.fm/episodes/show/446/state-of-python-2025,"Join us on YouTube at pythonbytes.fm/live to be part of the audience. Usually Monday at 10am PT. Older video versions available there too.Finally, if you want an artisanal, hand-crafted digest of eve… [+34003 chars]"
Nyxstone: An LLVM-based (Dis)assembly Framework,Darius Hartlief and Tim Blazytko,https://www.emproof.com/introducing-nyxstone-an-llvm-based-disassembly-framework/,"Darius Hartlief and Tim Blazytko
At Emproof, our mission is to enhance the security and integrity of embedded systems through innovative binary rewriting techniques. We are committed to providing ad… [+18124 chars]"
"I built a $30 ""Now Playing"" display for my record player with an ESP32, and it looks great",Adam Conway,https://www.xda-developers.com/built-now-playing-display-record-player-esp32/,"The ESP32 is an incredibly versatile microcontroller, and so long as you have the wires and the hardware to connect it to, you can do practically anything with it. I built an LED matrix display with … [+6400 chars]"
if err != nil: почему мы (не) любим обработку ошибок в Go? Обзор предложений по её улучшению,"ewolf (AvitoTech, Конференции Олега Бунина (Онтико))",https://habr.com/ru/companies/avito/articles/944824/#post-content-body,", ! , . , . Go, , if err != nil. 
, , Go . proposal . , .
 , Go 2000+ . if err != nil. . Go , . Go-, , Go.
Golang Conf 2025. .
:
 Go
 Golang . 
 Go:
func doSomething() {
    one()
    two()… [+12244 chars]"
